Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Redoran Amphora, Sealed Marble	epic	Hearth		7.0		12.0		9.0			Morrowind / Clockwork	28.0
Redoran Armchair, Fungal Cushion	epic	Dining		7.0			9.0		12.0		Morrowind / Clockwork	28.0
Redoran Armchair, Sanded	epic	Dining	8.0	8.0			12.0				Morrowind / Clockwork	28.0
Redoran Bed, Canopy	epic	Suite	6.0	6.0			8.0		12.0		Morrowind / Clockwork	32.0
Redoran Bed, Double Pillow	superior	Suite					5.0		8.0		Morrowind / Clockwork	13.0
Redoran Bed, Single	fine	Suite					3.0		6.0		Morrowind / Clockwork	9.0
Redoran Bed, Single Pillow	superior	Suite					6.0		9.0		Morrowind / Clockwork	15.0
Redoran Bench, Fungal Cushion	epic	Dining	6.0				9.0		11.0		Morrowind / Clockwork	26.0
Redoran Bench, Sanded	superior	Dining	6.0				8.0				Morrowind / Clockwork	14.0
Redoran Bowl, Empty	superior	Hearth		7.0			5.0				Morrowind / Clockwork	12.0
Redoran Bowl, Saltrice Mash	superior	Hearth		8.0			6.0				Morrowind / Clockwork	14.0
Redoran Carpet, Volcanic Ash	superior	Parlor	6.0						9.0		Morrowind / Clockwork	15.0
Redoran Carpet, Volcanic Sands	fine	Parlor							6.0		Morrowind / Clockwork	6.0
Redoran Chair, Sanded	superior	Dining		6.0			8.0				Morrowind / Clockwork	14.0
Redoran Cup, Empty	epic	Hearth		10.0		10.0	5.0				Morrowind / Clockwork	25.0
Redoran Cup, Mazte	epic	Hearth		10.0		10.0	6.0				Morrowind / Clockwork	26.0
Redoran End Table, Sanded	superior	Parlor		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Fork, Wooden	superior	Hearth		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Incense Holder, Ceramic Pan	superior	Undercroft	9.0					7.0			Morrowind / Clockwork	16.0
Redoran Incense Holder, Curved	fine	Undercroft					5.0				Morrowind / Clockwork	5.0
Redoran Incense Holder, Mesh	epic	Undercroft	5.0			7.0	11.0	7.0			Morrowind / Clockwork	30.0
Redoran Incense Pot, Beastly	epic	Hearth	7.0	6.0		6.0		11.0			Morrowind / Clockwork	30.0
Redoran Jar, Jazbay	superior	Hearth		6.0		9.0					Morrowind / Clockwork	15.0
Redoran Knife, Wooden	superior	Hearth		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Mantle Cloth, Crimson Cover	epic	Miscellaneous	8.0			7.0			11.0		Morrowind / Clockwork	26.0
Redoran Mantle Cloth, Crimson Coverlet	superior	Miscellaneous				6.0			8.0		Morrowind / Clockwork	14.0
Redoran Plate, Floral	epic	Hearth	7.0			8.0		11.0			Morrowind / Clockwork	26.0
Redoran Plate, Meal	epic	Hearth		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Redoran Settee, Fungal Cushion	epic	Parlor	6.0				9.0		11.0		Morrowind / Clockwork	26.0
Redoran Settee, Sanded	superior	Parlor	6.0				8.0				Morrowind / Clockwork	14.0
Redoran Sideboard, Display	superior	Parlor		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Spoon, Wooden	superior	Hearth		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Steamer, Iron	epic	Hearth	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Redoran Stool, Fungal Cushion	epic	Workshop		7.0			8.0		11.0		Morrowind / Clockwork	26.0
Redoran Stool, Sanded	fine	Workshop					6.0				Morrowind / Clockwork	6.0
Redoran Table Runner, Gilded Ochre	epic	Parlor	8.0			8.0			12.0		Morrowind / Clockwork	28.0
Redoran Table, Formal Floral	epic	Dining		8.0		8.0	12.0				Morrowind / Clockwork	28.0
Redoran Table, Formal Turtle	epic	Dining		8.0		8.0	12.0				Morrowind / Clockwork	28.0
Redoran Table, Kitchen	superior	Dining		6.0			9.0				Morrowind / Clockwork	15.0
Redoran Tray, Floral	epic	Hearth	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Redoran Trestle, Corridor	superior	Dining		6.0			9.0				Morrowind / Clockwork	15.0
Redoran Urn, Dusky Marble	epic	Undercroft	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Redoran Urn, Imprinted Clay	fine	Undercroft				5.0					Morrowind / Clockwork	5.0
Redoran Urn, Pale Marble	epic	Undercroft		6.0		11.0		9.0			Morrowind / Clockwork	26.0
Relic Vault, Impenetrable	legendary	Workshop		12.0	10.0	13.0		15.0			Wolfhunter	50.0
Ritual Fetish, Hircine	superior	Undercroft		5.0	5.0		10.0		5.0		Wolfhunter	25.0
Ritual Stone, Hircine	superior	Undercroft		7.0		10.0					Wolfhunter	17.0
Rough Bag, Burlap	standard	Hearth							2.0		Homestead	2.0
Rough Bedroll, Basic	standard	Suite							1.0		Homestead	1.0
Rough Bowl, Common	standard	Hearth						1.0			Homestead	1.0
Rough Box, Boarded	standard	Workshop					2.0				Homestead	2.0
Rough Container, Cargo	standard	Workshop					2.0				Homestead	2.0
Rough Crate, Bolted	standard	Workshop					2.0				Homestead	2.0
Rough Crate, Reinforced	standard	Workshop					3.0				Homestead	3.0
Rough Cup, Empty	standard	Hearth						1.0			Homestead	1.0
Rough Hatchet, Practical	standard	Workshop						1.0			Homestead	1.0
Rough Knife, Butcher	standard	Hearth						1.0			Homestead	1.0
Rough Platform, Stage	standard	Structures					3.0				Homestead	3.0
Rough Stretcher, Military	standard	Suite					1.0		2.0		Homestead	3.0
Sacrificial Altar, Hircine	epic	Undercroft		8.0		13.0				9.0	Wolfhunter	30.0
Scrimshaw Jewelry Box, Floral	epic	Parlor		9.0	9.0	9.0					Summerset	27.0
Scrimshaw Jewelry Box, Verdant Oval	epic	Parlor		7.0	9.0	7.0		8.0			Summerset	31.0
Scrimshaw Jewelry Box, Vineyard	epic	Parlor		7.0	9.0	9.0		6.0			Summerset	31.0
Scrimshaw, Ancient Vessel	epic	Parlor		8.0	9.0	8.0		6.0			Summerset	31.0
Scrimshaw, Octopus	epic	Parlor		9.0	9.0	7.0		6.0			Summerset	31.0
Scrimshaw, Sea Monster	superior	Parlor			7.0	5.0		6.0			Summerset	18.0
Scrimshaw, Ship	superior	Parlor		5.0	7.0			5.0			Summerset	17.0
Silver Kettle, Masterworked	legendary	Hearth	12.0	9.0	10.0			15.0			Elsweyr	46.0
Simple Blue Banner	fine	Parlor							4.0		Homestead	4.0
Solitude Archway, Stone	superior	Structures				9.0		6.0			Stonethorn	15.0
Solitude Armchair, High-Backed Noble	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Noble	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Ornate	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Ornate Low	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Wicker	superior	Dining					9.0		6.0		Greymoor	15.0
Solitude Armchair, Wood	fine	Dining					5.0				Greymoor	5.0
Solitude Backpack, Basket	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Barstool, Wicker	superior	Workshop					9.0		6.0		Greymoor	15.0
Solitude Barstool, Wood	fine	Workshop					5.0				Greymoor	5.0
Solitude Basket, Centerpiece	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Basket, Ornate	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Basket, Wicker Handles	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Basket, Wicker Wide	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Bed, Noble Double	epic	Suite			6.0		10.0			13.0	Greymoor	29.0
Solitude Bed, Noble Single	epic	Suite			6.0		10.0			13.0	Greymoor	29.0
Solitude Bed, Rustic Bearskin Double	superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bed, Rustic Bearskin Single	superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bed, Rustic Cowhide Double	superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bed, Rustic Cowhide Single	superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bench, Polished	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Bench, Rustic	fine	Dining					5.0				Greymoor	5.0
Solitude Bench, Rustic Long	fine	Dining					5.0				Greymoor	5.0
Solitude Bench, Sturdy	fine	Dining					5.0				Greymoor	5.0
Solitude Bench, Sturdy Long	fine	Dining					5.0				Greymoor	5.0
Solitude Bookcase, Backless	epic	Library	7.0	8.0			13.0				Greymoor	28.0
Solitude Bookcase, Backless Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Narrow Backless	superior	Library	5.0	5.0			10.0				Greymoor	20.0
Solitude Bookcase, Narrow Noble	superior	Library		5.0	4.0		10.0				Greymoor	19.0
Solitude Bookcase, Narrow Noble Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Narrow Rustic	fine	Library					5.0				Greymoor	5.0
Solitude Bookcase, Narrow Rustic Filled	superior	Library					9.0			6.0	Greymoor	15.0
Solitude Bookcase, Noble	epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Bookcase, Noble Cabinet	epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Bookcase, Noble Cabinet Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Noble Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Rustic	fine	Library					5.0				Greymoor	5.0
Solitude Bookcase, Rustic Cabinet	fine	Library					5.0				Greymoor	5.0
Solitude Bookcase, Rustic Filled	superior	Library					9.0			6.0	Greymoor	15.0
Solitude Bowl, Berries	superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Bowl, Mushrooms	superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Bowl, Winter Onions	epic	Hearth	7.0	10.0			10.0				Greymoor	27.0
Solitude Bread, Floral Pattern	superior	Hearth		7.0	5.0						Greymoor	12.0
Solitude Bread, Long	superior	Hearth	6.0	7.0							Greymoor	13.0
Solitude Bread, Partial Loaf	fine	Hearth		4.0							Greymoor	4.0
Solitude Bread, Rustic Loaf	superior	Hearth	6.0	7.0							Greymoor	13.0
Solitude Bread, Rustic Sliced	fine	Hearth		4.0							Greymoor	4.0
Solitude Breakfast, Eggs and Ham	superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Breakfast, Full	superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Breakfast, Sausages and Ham	superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Bucket, Empty	fine	Workshop					5.0	4.0			Greymoor	9.0
Solitude Cabinet, Narrow Noble	superior	Library		5.0	4.0		10.0				Greymoor	19.0
Solitude Cabinet, Narrow Noble Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Narrow Open Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Cabinet, Ornate Wall	superior	Hearth		5.0	4.0		10.0				Greymoor	19.0
Solitude Cabinet, Rustic Filled	superior	Library					9.0			6.0	Greymoor	15.0
Solitude Camping Pot, Fish Stew	superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Candlestick, Horn	fine	Lighting		4.0				4.0			Greymoor	8.0
Solitude Carpet, Grand Wolf's-Head Border	epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Carpet, Inset Square	fine	Parlor							5.0		Greymoor	5.0
Solitude Carpet, Large Plain	fine	Parlor							5.0		Greymoor	5.0
Solitude Carpet, Plush	epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Carpet, Plush Worn	fine	Parlor							5.0		Greymoor	5.0
Solitude Carpet, Small Plush	superior	Parlor	6.0						9.0		Greymoor	15.0
Solitude Carpet, Wolf's-Head Border	epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Cart, Work	superior	Suite					9.0	6.0			Stonethorn	15.0
Solitude Cauldron, Flat-Bottomed	superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Cauldron, Hanging	fine	Hearth	4.0					5.0			Greymoor	9.0
Solitude Cauldron, Metal Empty	fine	Hearth	4.0					5.0			Greymoor	9.0
Solitude Censer, Pagoda	epic	Undercroft	7.0		9.0			10.0			Greymoor	26.0
Solitude Censer, Wolf-Head	epic	Undercroft	7.0		9.0			10.0			Greymoor	26.0
Solitude Chair, Wicker	superior	Dining					9.0		6.0		Greymoor	15.0
Solitude Chair, Wood	fine	Dining					5.0				Greymoor	5.0
Solitude Chandelier, Horns	superior	Lighting		5.0				9.0			Greymoor	14.0
Solitude Chandelier, Steel	epic	Lighting		6.0	7.0			13.0			Greymoor	26.0
Solitude Chest of Drawers, Noble	epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Solitude Chest of Drawers, Wide Noble	epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Solitude Counter, Rustic Bar	fine	Dining					5.0				Greymoor	5.0
Solitude Counter, Rustic Bar Corner	fine	Dining					5.0				Greymoor	5.0
Solitude Desk, Ornate	epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Dinner Bowl, Hearty Stew	superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Dinner Bowl, Vegetable Soup	superior	Hearth		8.0			5.0	5.0			Greymoor	18.0
Solitude Display Shelf, Noble	epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Display Shelf, Noble Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Door, Arched Wooden	epic	Structures				7.0	13.0	10.0			Stonethorn	30.0
Solitude Dresser, Rustic	superior	Suite		5.0			9.0				Greymoor	14.0
Solitude Dresser, Rustic Shelves	fine	Suite					5.0				Greymoor	5.0
Solitude Drinking Horn, Ivory	superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Drying Rack, Stockfish	superior	Hearth	5.0	8.0			5.0				Greymoor	18.0
Solitude Fireplace, Kitchen	epic	Structures				13.0	7.0	10.0			Stonethorn	30.0
Solitude Fireplace, Ornate	epic	Structures				13.0	7.0	10.0			Stonethorn	30.0
Solitude Foot Bridge, Wood-Planked	superior	Structures					9.0	6.0			Stonethorn	15.0
Solitude Footstool, Wood	fine	Workshop					5.0				Greymoor	5.0
Solitude Frying Pan, Long-Handled	superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Frying Pan, Trivet	superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Frying Pan, Wood Handle	fine	Hearth					4.0	5.0			Greymoor	9.0
Solitude Game, Blood-on-the-Snow	legendary	Parlor	13.0		9.0		15.0					37.0
Solitude Game, Warrior and the Wolf	epic	Parlor	9.0		6.0		13.0				Greymoor	28.0
Solitude Gate, Wood	epic	Structures				7.0	13.0	10.0			Stonethorn	30.0
Solitude Goblet, Covered	epic	Hearth		8.0	9.0			7.0			Greymoor	24.0
Solitude Goblet, Knotwork	superior	Hearth		8.0	4.0			5.0			Greymoor	17.0
Solitude Goblet, Noble	superior	Hearth		5.0	7.0			5.0			Greymoor	17.0
Solitude Gravy Boat, Metal	superior	Hearth		5.0				9.0			Greymoor	14.0
Solitude Hammer, Simple	fine	Workshop					4.0	5.0			Greymoor	9.0
Solitude Hand Mirror, Elegant	superior	Suite			5.0			9.0			Greymoor	14.0
Solitude Hand Mirror, Ornate	superior	Suite			5.0			9.0			Greymoor	14.0
Solitude Hand-Drill, Simple	superior	Workshop					6.0	9.0			Greymoor	15.0
Solitude Hearth, Rounded Tall	legendary	Structures	10.0			15.0	13.0	15.0			Flames of Ambition	53.0
Solitude Jewelry Box, Copper and Agate	superior	Parlor			6.0	6.0					Greymoor	12.0
Solitude Jewelry Box, Wolf's-Head	superior	Parlor			5.0		9.0				Greymoor	14.0
Solitude Lantern, Hanging	epic	Lighting			6.0	10.0		13.0			Greymoor	29.0
Solitude Lantern, Table	superior	Lighting		5.0				9.0			Greymoor	14.0
Solitude Loom, Warp-Weighted	legendary	Workshop	10.0	10.0			15.0		15.0		Stonethorn	50.0
Solitude Meal, Rustic	superior	Hearth		7.0				6.0			Greymoor	13.0
Solitude Melting Pot, Double Boiler	superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Mirror, Noble Full-Length	epic	Suite			7.0		13.0	7.0			Greymoor	27.0
Solitude Nightstand, Cabinet	fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Drawers	fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Noble	superior	Suite		5.0	4.0		10.0				Greymoor	19.0
Solitude Nightstand, Noble Cabinet	superior	Suite		5.0	4.0		10.0				Greymoor	19.0
Solitude Nightstand, Noble Drawers	superior	Suite		5.0	4.0		10.0				Greymoor	19.0
Solitude Nightstand, Round	fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Rustic Shelves	fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Square	fine	Suite					5.0				Greymoor	5.0
Solitude Patching Kit, Well-Worn	superior	Workshop	6.0							9.0	Greymoor	15.0
Solitude Pew, Noble	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Noble Long	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Ornate	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Ornate Long	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Sturdy	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Pew, Sturdy Long	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Picnic Basket, Wicker	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Pillar Base, Wood	superior	Structures				6.0	9.0				Stonethorn	15.0
Solitude Platform, Ornate Tile	superior	Structures			5.0	9.0					Stonethorn	14.0
Solitude Platform, Square Wooden	superior	Structures					9.0	6.0			Stonethorn	15.0
Solitude Platter, Ribs	epic	Hearth	7.0	10.0			10.0				Greymoor	27.0
Solitude Post, Stone Wall	superior	Structures				9.0		6.0			Stonethorn	15.0
Solitude Pot, Large Ceramic	superior	Hearth		7.0		6.0					Greymoor	13.0
Solitude Pot, Narrow Metal	superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Pot, Stout Metal	superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Pot, Wide Metal	superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Rain Barrel, Empty	fine	Hearth					5.0	4.0			Greymoor	9.0
Solitude Rug, Cowhide	superior	Parlor	6.0							9.0	Greymoor	15.0
Solitude Rug, Knotwork	superior	Parlor	6.0						9.0		Greymoor	15.0
Solitude Rug, Plain	fine	Parlor							5.0		Greymoor	5.0
Solitude Rug, Snow Bear	superior	Parlor	6.0							9.0	Greymoor	15.0
Solitude Runner, Grand Wolf's-Head Border	epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Sconce, Candle	fine	Lighting		4.0		5.0					Greymoor	9.0
Solitude Sconce, Candle Embellished	superior	Lighting				10.0		5.0			Greymoor	15.0
Solitude Sconce, Horn	fine	Lighting		4.0				4.0			Greymoor	8.0
Solitude Sconce, Lantern	epic	Lighting			6.0	10.0		13.0			Greymoor	29.0
Solitude Sconce, Torch	superior	Lighting			4.0	5.0		10.0			Greymoor	19.0
Solitude Sconce, Wolf's-Head Lantern	epic	Lighting			7.0	7.0		13.0			Greymoor	27.0
Solitude Sconce, Wrought Iron	superior	Lighting		5.0	4.0			10.0			Greymoor	19.0
Solitude Scraper, Simple	fine	Workshop					4.0	5.0			Greymoor	9.0
Solitude Serving Basket, Wicker	superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Serving Bowl, Metal	superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Serving Bowl, Verdigris	superior	Hearth			6.0			6.0			Greymoor	12.0
Solitude Serving Bowl, Wood	fine	Hearth		4.0			5.0				Greymoor	9.0
Solitude Serving Dish, Metal	epic	Hearth		6.0	7.0			13.0			Greymoor	26.0
Solitude Serving Dish, Wood	fine	Hearth		4.0			5.0				Greymoor	9.0
Solitude Serving Pot, Hearty Stew	epic	Hearth	7.0	10.0				10.0			Greymoor	27.0
Solitude Serving Pot, Vegetable Soup	epic	Hearth	7.0	10.0				10.0			Greymoor	27.0
Solitude Serving Tray, Wood	superior	Hearth		5.0			9.0				Greymoor	14.0
Solitude Shed, Wood Lean-To	fine	Structures					5.0				Stonethorn	5.0
Solitude Sideboard, Rustic	fine	Dining					5.0				Greymoor	5.0
Solitude Skewer, Twisted Iron	superior	Workshop					6.0	9.0			Greymoor	15.0
Solitude Smoking Rack, Fish	legendary	Hearth	10.0	11.0			15.0	13.0			Stonethorn	49.0
Solitude Smoking Rack, Sausage	epic	Hearth	7.0	10.0			10.0				Greymoor	27.0
Solitude Stairway, Stone	fine	Structures				5.0					Stonethorn	5.0
Solitude Stall, Covered Merchant	superior	Structures					6.0		9.0		Stonethorn	15.0
Solitude Stall, Merchant	fine	Structures					5.0				Stonethorn	5.0
Solitude Stein, Rustic	fine	Hearth		4.0			4.0				Greymoor	8.0
Solitude Streetlight, Paired	epic	Lighting				13.0	7.0	10.0			Greymoor	30.0
Solitude Streetlight, Single	epic	Lighting				13.0	7.0	10.0			Greymoor	30.0
Solitude Strongbox, Iron Bands	epic	Suite				7.0	10.0	13.0			Greymoor	30.0
Solitude Strongbox, Iron Hunt Relief	epic	Suite			6.0		13.0	10.0			Greymoor	29.0
Solitude Table, Circular Ornate	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Table, Circular Ornate Small	superior	Dining		5.0	4.0		10.0				Greymoor	19.0
Solitude Table, Grand Noble	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Table, Round	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Round Small	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Rustic	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Rustic Large	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Square	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Square Low	superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Square Ornate	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Table, Square Ornate Low	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Tent, Enclosed	epic	Structures					10.0	7.0	13.0		Stonethorn	30.0
Solitude Tent, Open	epic	Structures					10.0	7.0	13.0		Stonethorn	30.0
Solitude Travel Chest, Practical	superior	Suite					9.0	6.0			Greymoor	15.0
Solitude Tray, Fresh Eel	epic	Hearth		10.0			10.0		7.0		Greymoor	27.0
Solitude Tray, Stockfish	superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Trestle, Ornate	superior	Dining		5.0	4.0		10.0				Greymoor	19.0
Solitude Trestle, Ornate Large	superior	Dining		5.0	4.0		10.0				Greymoor	19.0
Solitude Trough, Empty	fine	Workshop					5.0				Greymoor	5.0
Solitude Trunk, Knotwork	superior	Suite	6.0					9.0			Greymoor	15.0
Solitude Urn, Ceramic	fine	Hearth		4.0		4.0					Greymoor	8.0
Solitude Vase, Large Sealed	superior	Hearth		7.0		6.0					Greymoor	13.0
Solitude Wagon, Sturdy	epic	Structures				7.0	13.0	10.0			Stonethorn	30.0
Solitude Walkway, Stone	fine	Structures				5.0					Stonethorn	5.0
Solitude Wall Mirror, Noble	epic	Suite			7.0		13.0	7.0			Greymoor	27.0
Solitude Wall Mirror, Ornate	epic	Suite	7.0		7.0			13.0			Greymoor	27.0
Solitude Wall, Curved Stone	superior	Structures				9.0		6.0			Stonethorn	15.0
Solitude Wall, Low Curved Stone	fine	Structures				5.0					Stonethorn	5.0
Solitude Wall, Low Stone	fine	Structures				5.0					Stonethorn	5.0
Solitude Wall, Stone	fine	Structures				5.0					Stonethorn	5.0
Solitude Wardrobe, Noble	epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Solitude Wardrobe, Rustic	superior	Suite		5.0			9.0				Greymoor	14.0
Solitude Wedge Pick, Simple	fine	Workshop					4.0	5.0			Greymoor	9.0
Solitude Well, Covered	superior	Structures				9.0	6.0				Stonethorn	15.0
Solitude Well, Noble	legendary	Courtyard			8.0	15.0	15.0		13.0		Flames of Ambition	51.0
Solitude Wine Rack, Noble Full	epic	Hearth	7.0	8.0			13.0				Greymoor	28.0
Solitude Yarn Rack, Colorful	legendary	Workshop	10.0	10.0			15.0		15.0		Flames of Ambition	50.0
Stockade	epic	Undercroft	7.0				11.0	8.0			Homestead	26.0
Sugar Pumpkin, Wax	fine	Hearth		3.0							Homestead	3.0
Sweetroll	epic	Hearth	7.0	10.0		7.0					Homestead	24.0
Table, Blackmarrow Slab	epic	Undercroft	6.0			11.0		8.0			Dragon Bones	25.0
Tangerines, Bunch	superior	Hearth	6.0	8.0							Homestead	14.0
Target Centurion, Dwarf-Brass	legendary	Services						13.0			Morrowind / Clockwork	13.0
Target Centurion, Robust Refabricated	legendary	Services						15.0			Morrowind / Clockwork	15.0
Target Skeleton, Humanoid	legendary	Workshop	13.0	11.0		15.0					Homestead	39.0
Target Skeleton, Robust Humanoid	legendary	Workshop		11.0		15.0		15.0			Homestead	41.0
Telvanni Arched Light, Organic Azure	epic	Lighting	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Telvanni Armchair, Organic	epic	Dining	8.0	6.0		12.0			6.0		Morrowind / Clockwork	32.0
Telvanni Bed, Organic	epic	Suite		8.0		12.0			8.0		Morrowind / Clockwork	28.0
Telvanni Bookcase, Organic	epic	Library	8.0			12.0	8.0				Morrowind / Clockwork	28.0
Telvanni Candelabra, Masterwork	legendary	Lighting	13.0	11.0			15.0				Morrowind / Clockwork	39.0
Telvanni Candelabra, Organic	epic	Lighting	7.0	6.0		11.0		6.0			Morrowind / Clockwork	30.0
Telvanni Chair, Organic	epic	Dining	8.0	7.0		11.0					Morrowind / Clockwork	26.0
Telvanni Desk, Organic	epic	Library	7.0	6.0		12.0	7.0				Morrowind / Clockwork	32.0
Telvanni End Table, Organic	epic	Parlor	7.0	6.0		11.0	6.0				Morrowind / Clockwork	30.0
Telvanni Lamp, Organic Azure	epic	Lighting	8.0	8.0		12.0					Morrowind / Clockwork	28.0
Telvanni Lantern, Organic Azure	epic	Lighting	8.0	5.0		11.0		6.0			Morrowind / Clockwork	30.0
Telvanni Nightstand, Organic	epic	Suite	8.0	6.0		12.0	6.0				Morrowind / Clockwork	32.0
Telvanni Sconce, Organic Azure	epic	Lighting	6.0	6.0		11.0		7.0			Morrowind / Clockwork	30.0
Telvanni Shelves, Organic	epic	Library	8.0			11.0	7.0				Morrowind / Clockwork	26.0
Telvanni Sofa, Organic	epic	Parlor	7.0	6.0		12.0			7.0		Morrowind / Clockwork	32.0
Telvanni Stool, Organic	epic	Workshop	7.0	6.0		11.0	6.0				Morrowind / Clockwork	30.0
Telvanni Table Runner, Bordered Azure	epic	Parlor	8.0			12.0			8.0		Morrowind / Clockwork	28.0
Telvanni Table Runner, Gilded Azure	epic	Parlor	7.0			11.0			8.0		Morrowind / Clockwork	26.0
Telvanni Table, Organic Game	epic	Dining	8.0			11.0	7.0				Morrowind / Clockwork	26.0
Telvanni Table, Organic Grand	epic	Dining	8.0			12.0	8.0				Morrowind / Clockwork	28.0
Telvanni Throne, Organic	epic	Gallery	7.0	7.0		12.0			6.0		Morrowind / Clockwork	32.0
Tongs, Forge	superior	Workshop					6.0	8.0			Homestead	14.0
Tools, Case	legendary	Workshop				13.0	15.0	15.0			Homestead	43.0
Tribunal Tablet of Almalexia	epic	Gallery	6.0	6.0		12.0		8.0			Morrowind / Clockwork	32.0
Vampiric Alchemy Rack, Tubes	superior	Workshop	8.0					6.0			Waking Flame	14.0
Vampiric Armchair, Ornate	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
